Name
"Dewan Abdul Gani College, Dakshin Dinajpur - [DAGC]"
"Dewanhat Mahavidyalaya, Cooch Behar"
"Dhakuakhana College, Lakhimpur"
"D.K.M College for Women, Vellore - [DKM]"
"Dhanaji Nana Mahavidyalaya, Jalgaon"
"Dhanraj Baid Jain College, Chennai - [DBJC]"
"Dharam Jyoti Mahavidhyalaya, Aligarh"
"Dharma Apparao College, Krishna - [DAR]"
"Dharmamurthi Rao Bahadur Calavala Cunnan Chettys Hindu College, Chennai - [DRBCCC]"
"Dharmashala Mahavidyalaya, Jajapur"
"Dharmendrasinhji Arts College, Rajkot"
"Dhemaji College, Dhemaji"
"Dhemaji Commerce College, Dhemaji"
"DCTâ€™s Dhempe College of Arts and Science, Panji"
"Dhing College, Nagaon"
"Dhruba Chand Halder College, North 24 Parganas - [DCH]"
"Dibru College, Dibrugarh"
"Digboi College, Dibrugarh"
"Dikhowmukh College, Sibsagar"
"Dimapur Government College, Dimapur"
"Dimoria College, Guwahati"
"Dinakrushna College, Baleswar - [DK College]"
"Discipleship Bible College, Dimapur - [DBC]"
"Divyabha Girls Degree College, Allahabad"
"Dodla Kousalyamma Government College for Women, Nellore"
"Don Bosco Arts and Science College, Kannur - [DBASC] Angadikadavu"
"Don Bosco College Sulthan Bathery, Wayanad"
"Dr AH Rizvi Degree College, Kaushambi"
"Dr. A. V. Baliga Institute of Social Sciences and Rural Management, Udupi"
"Dnyanasadhana College, Thane"
"Dnyanopasak Shikshan Mandal's College of Arts Commerce and Science, Parbhani - [DSM-CACS]"
"Dnyanprassarak Mandal's College of Arts Science Commerce Management Studies & Technology, Bardez"
"Dr BRA Government Girls Degree College, Fatehpur"
"Dr. Bhimrao Ambedkar Mahavidyala, Gonda"
"Dr. Bhupendra Nath Dutta Smriti Mahavidyalaya, Bardhaman"
"Dr. G. Shankar Government Women's First Grade College and Post Graduate Study Centre, Udupi"
"Dr Ghali College, Kolhapur"
"Dr Gour Mohan Roy College, Bardhaman"
"Dr Harivansh Rai Bachchan Mahavidyalaya, Unnao"
"Dr. Kanailal Bhattacharyya College, Howrah"
"Dr.R.K.Shanmugam College of Arts and Science, Villupuram"
"Dr Ram Manohar Lohiya Mahavidyalaya, Ballia"
"Dr. SNS Rajalakshmi College of Arts and Science, Coimbatore"
"Dr SRK Government Arts College, Yanam"
"Dr. Shyama Prasad Mukherjee Degree College, Auraiya"
"Dr Subhash Mahila Arts Commerce and Home Science College, Junagadh"
"Dr Umayal Ramanathan College for Women, Sivaganga"
"Dr ZH Post Graduate College, Shahjahanpur"
"Dr Zakir Husain College, Sivaganga"
"Dr. Ambedkar Govt. Arts College, Chennai - [DAGAC]"
"Dronacharya Government College, Gurgaon"
"Dudhnoi College, Goalpara"
"Dulari Devi Degree College, Deoria"
"Duliajan College, Dibrugarh"
"Dumkal College, Murshidabad"
"Durga Mahavidyalaya, Raipur"
"Durga Prasad Baljeet Singh Post Graduate College, Bulandshahr"
"Durgapur Government College Durgapur, Bardhaman"
"Dyal Singh College, New Delhi - [DSC]"
"Dyal Singh Evening College, New Delhi"
"EK Nayanar Memorial Government College, Kasaragod - [EKNMG]"
"EMEA College of Arts and Science Kondotty, Malappuram"
"East Calcutta Girls College, Kolkata - [ECGC]"
"Egra SSB College, Midnapore"
"Ekarma College, Bhubaneswar"
"Emarti Devi Women's College, Cuttack"
"Erode Arts College and Science College, Erode"
"Ettumanoorappan College Ettumanoor, Kottayam"
"Everest Institute of Management and Technology, Alwar"
"FGM Government College, Hisar"
"Farook Arts and Science College Kottakkal, Malappuram"
"Fatima Degree College, Hardoi"
"Fatima Mata National College, Kollam"
"Field Marshal KM Cariappa College, Kodagu - [FMKMCC]"
"Forbesganj College, Araria"
"GD Modi Arts College, Banaskantha"
"GDC Memorial College, Bhiwani"
"GHG Khalsa College, Ludhiana"
"Gore Lal Mehta College, Purnea"
"K.M.E. Societyâ€™s G. M. Momin Womenâ€™s College, Thane"
"Guru Nanak College for Women, Nawanshahr"
"GS College of Commerce and Economics, Jabalpur"
"G.T.N. Arts College, Dindigul"
"Gandhi FaizEAam College, Shahjahanpur"
"Gandhi Memorial National College, Ambala - [GMN]"
"Gandhi Smarak PG College, Moradabad"
"Gandhi Smarak Post Graduate College, Jaunpur"
"Gangadhar Meher University, Sambalpur"
"Gangarampur College, Gangarampur"
"Garhbeta College, Medinipur"
"MES's Garware College of Commerce, Pune - [GCC]"
"Gaur Brahman Degree College, Rohtak"
"Ghanshyam Singh Arya Kanya Mahavidyalaya, Durg"
"Ginni Devi Modi Girls P.G. College, Modinagar"
"Goalpara College, Goalpara"
"Gobardanga Hindu College, North 24 Parganas"
"Gobinda Prasad Mahavidyalaya, Bankura"
"Gogamukh College, Dhemaji"
"Gokhale Centenary College, Ankola - [GCC]"
"Gokhale Education Society's HPT Arts and RYK Science College, Nashik"
"Gokul Das Hindu Girls College, Moradabad"
"Gopeshwar College Hathua, Gopalganj"
"Goreswar College, Baksa"
"Gour Mahavidyalya, Malda"
"Gour Mohan Sachin Mandal Mahavidyalaya, South 24 Parganas - [GMSMM]"
"Goutham College, Bangalore"
"Government First Grade College Bettampady, Dakshin Kannada"
"SKNR Degree College, Karim Nagar"
"Government Aizawl West College, Aizawl"
"Government Art's College Niwas, Mandla"
"Government Arts and Science College, Karwar"
"Government Arts College, Salem"
"Government Arts College, Gandhi Nagar"
"Government Arts College, Tiruvannamalai"
"Government Arts College for Women, Sivaganga"
"Government Autonomous College, Phulbani"
"Government Autonomous Post Graduate College, Chhindwara"
"Government Brennen College Dharmadam, Thalasery"
"Government Chandra Vijay College, Dindori"
"Government Chhatrasal PG College, Panna"
"Government City College, Hyderabad - [GCC]"
"Government College, Malappuram"
"Government College, Hisar"
"Government College, Jhajjar"
"Government College for Girls, Patiala"
"Government College for Girls, Ludhiana - [GCG]"
"Government College for Women, Jammu - [GCW]"
"Government College for Women, Mahendragarh"
"Government College for Women, Srinagar"
"Government Degree College (Men), Srikakulam - [GDCSKLM]"
"Government College of Art and Craft, Kolkata - [GCAC]"
"Government College of Arts Science and Commerce Quepem, North Goa"
"Government College of Educational Psychology and Guidance, Jabalpur"
"Government College (Autonomous), Angul"
"Government DB Girl's Post Graduate College, Raipur"
"Government Degree College, Almora - [GDC]"
"Government Degree College, Katni"
"Government Degree College, Jammu"
"Government Degree College, Dehradun"
"Government Degree College, Chamoli - [GDC]"
"Government Degree College, Garhwal"
"Government College,"
"Government Degree College, Mandla"
"Government Degree College for Boys, Anantnag"
"Government Degree College for Boys, Udhampur"
"Government Digvijay Autonomous College, Rajnandgaon"
"Government Dungar College, Bikaner"
"Government College of Fine Arts, Thrissur"
"Government First Grade College, Chikmagalur"
"Government First Grade College Ajjampura, Chikmagalur"
"Government First Grade College Byndoor, Udupi"
"Government First Grade College Malur, Kolar"
"Government First Grade College, Belthangady"
"Government First Grade College Bhadravati, Shimoga"
"Government First Grade College Shankaranarayana, Udupi"
"Government Girl's Degree College, Nainital"
"Government Girls College, Sehore"
"Government Girls P.G. College of Excellence, Sagar"
"Government Lal Bahadur Shastri College, Vidisha"
"Government Lohia College, Churu"
"Government MAM College, Jammu"
"Government MH College of Home Science and Science for Women (Autonomous), Jabalpur"
"Government Maharishi Valmiki College, Kanker"
"Government Post Graduate College, Champawat"
"Government Post Graduate College, Pithoragarh"
"Government Post Graduate College, Una"
"Government Post Graduate College, Noida - [GPDC]"
"Government Ram Bhajan Rai NES College, Jashpur"
"Government Ranbir College, Sangrur"
"Government Saiha College, Saiha"
"Government Shahid Kaushal Yadav College, Balod"
"Government Tulsi Degree College, Anuppur"
"Government V.Y.T. PG Autonomous College, Durg"
"Govinda Dasa College, Surathkal - [GDC]"
"Govinda Pai Memorial Government College, Kasaragod - [GPMGC]"
"Govt Arts & Commerce College, Sabarkantha"
"Govt Arts and Sports College, Jalandhar"
"Govt Ranbir College, Sangrur"
"Government College, Kottayam"
"Government College for Women, Thiruvananthapuram"
"Govt College for Women, Sivaganga"
"Govt Degree College, Tikamgarh"
"Govt Degree College Women, Srikakulam"
"Govt Girls' Degree College, Barwani"
"Govt Kalidas Girls College, Ujjain"
"Govt Post Graduate College, Pilibhit"
"Govt Ripudaman College, Patiala"
"Grace Bible College, Churachandpur"
"Grace Bible College, Amravati"
"Guru Nanak College, Moga"
"Guru Nanak College for Girls, Muktsar"
"Guru Nanak College of Arts Science and Commerce, Mumbai - [GNCASC]"
"Guru Nanak Girls College, Ludhiana"
"Guru Nanak Girls College, Yamuna Nagar"
"Guru Nanak Girls Post Graduate College, Udham Singh Nagar"
"Guru Nanak Khalsa College, Karnal"
"Guru Nanak Khalsa College, Kapurthala"
"Guru Nanak Khalsa College for Women, Ludhiana"
"Guru Nanak Khalsa Girls College, Jalandhar"
"Guru Nanak National College, Jalandhar"
"Guru Nanak National College, Ludhiana"
"Guru Nanak Prem Karamsar College, Kapurthala"
"Gurudev Arts and Science College, Kannur - [GASC] Payyanur"
"GDM College, Harnaut"
"Gyan Chand Shrivastava PG College, Damoh"
"Gyan Jyoti College, Siliguri"
"Gyan Mahavidyalaya, Aligarh"
"Hem Chandra Dev Goswami College, Sibsagar - [HCDG]"
"H.D. Jain College, Arrah"
"HDSD College, Dharmapuri"
"H.H The Rajahs College (Autonomous), Pudukkottai"
"HJ Thim College of Arts and Science, Jalgaon"
"HM Patel Institute of English Training and Research, Anand"
"Haji Anfr Ali College, Nagaon"
"Haldia Government College, Medinipur"
"Hamidia Girls Degree College, Allahabad"
"Handia Post Graduate College, Allahabad"
"Haqiqullah Chaudhary Mahavidyalaya, Gonda - [HCC]"
"Haringhata Mahavidyalaya, Nadia"
"Hariom Saraswati Inter College, Haridwar"
"Hariram College, Siwan"
"Hawabagh Women's College, Jabalpur"
"Hazarilal Memorial Institute of Education and Technology, Bhaghpat - [HLMIET]"
"Helena Kaushik Women's College, Jhunjhunu"
"Hemo Prova Borbora Girls' College, Golaghat"
"Hemwati Nandan Bahuguna Government Post Graduate College, Udham Singh Nagar"
"Henry Baker College Melukavu, Kottayam"
"Heramba Chandra College, Kolkata - [HCC]"
"Himalayan Institute of Education and Technology, Chamoli - [HIET]"
"Hindu College, Moradabad"
"Hindu Girls College, Sonepat"
"Hindu Kanya College, Kapurthala"
"Hindu Kanya Mahavidyala, Jind"
"Hiralal Bhakat College, Birbhum"
"Hitkarini Mahila Mahavidyalaya, Jabalpur"
"Holy Cross College, Agartala"
"Holy Cross College (Autonomous), Kanyakumari"
"Holy Cross Women's College, Surguja"
"Hooghly Women's College, Hooghly"
"Hutatma Rajguru Mahavidyalaya, Pune"
"IB Post Graduate College, Panipat"
"ICLES Motilal Jhunjhunwala College, Navi Mumbai"
"IDSG Government College, Chikmagalur"
"IDEAL College For Advanced Studies, Malappuram"
"Ideal Degree College, Barabanki"
"Idhaya Arts and Science College for Women, Pondicherry"
"Idhaya College for Women, Kumbakonam"
"Ilahia College of Arts and Science, Muvattupuzha"
"Imayam College of Arts and Science, Thuraiyur"
"Immanuel College, Dimapur"
"India Christian Bible College, Kochi"
"Indian Academy Evening College, Bangalore - [IAEC]"
"Indian National Portage Association, Chandigarh - [INPA]"
"Indian Statistical Institute, Bangalore - [ISIBC]"
"Indian Statistical Institute, Kolkata - [ISI]"
"Indira Gandhi Government College, Lohit"
"Indira Gandhi Government Post Graduate College, Fatehabad"
"Indira Gandhi Women's College, Cuttack"
"Indore School of Social Work, Indore"
"Indrapati Mahavidyalya, Jaunpur"
"Institute of Archaeology, New Delhi"
"Institute of Mathematics & Applications, Bhubaneswar - [IMA]"
"Iqbal College Peringammala, Thiruvananthapuram"
"JAT Arts Science and Commerce College for Women Malegaon, Nashik"
"JC DAV College, Hoshiarpur"
"Jagannath Jain College, Kodarma - [JJC]"
"JJ College of Arts & Science (Autonomous), Pudukkottai"
"Jagannath Kishore College -[J. K. College], Purulia"
"JKC College, Guntur"
"JM Patel College of Arts Commerce and Science, Bhandara"
"J.P. College of Arts and Science, Tirunelveli"
"JSS College of Arts and Commerce, Chamarajnagar"
"Jabalpur Public College, Jabalpur - [JPC]"
"Jagannath Barooah College, Jorhat"
"Jagat Narain Lal College, Patna - [JNL]"
"Jagat Taran Girls Degree College, Allahabad"
"Jagiroad College, Marigaon"
"Jagran College of Arts Science and Commerce, Lucknow"
"Jai Ganesh Shiv Sagar Mahila PG College, Faizabad"
"Jai Prakash Mahila College, Chapra"
"Jairam Arts & Scinence College, Salem"
"Jamia Islahul Banaat, Haridwar"
"Jamini Roy College, Bankura"
"Jamiya-Tul-Banat Women's Educational Institute, Srinagar"
"Jamshedpur Women's College, Jamshedpur"
"Janata Mahavidyalaya, Chandrapur"
"Jang Bahadur Rai Mahavidyalaya, Ghazipur"
"Jangi Mahavidhyalaya, Jaunpur"
"Janki Devi Memorial College, New Delhi - [JDMC]"
"Janseva Shikshan Mandal's Arts Commerce and Science College, Thane"
"Janta Vidya Mandir Ganpat Rai Rasiwasia College, Bhiwani - [JVMGRR]"
"Jawahar Lal Nehru Post Graduate College, Etah"
"Jawaharlal Nehru College, East Siang"
"Jaya College of Arts and Science, Chennai - [JCAS]"
"Jayaprakash Institute of Social Change, Kolkata - [JPISC]"
"Jhargram Raj College, Midnapore"
"Jijamata College of Science and Arts Bhende, Ahmed Nagar"
"O.P. Jindal Global University, Jindal School of Government and Public Policy - [JSGP]"
"O.P. Jindal Global University, Jindal School of International Affairs - [JSIA]"
"Jiral College, Jagatsinghpur"
"Joya Gogoi College, Golaghat - [JGC]"
"Jugal Kishore Degree College, Badaun"
"KA Post Graduate College, Etah"
"K.B. Jha College, Katihar"
"K B Postgraduate College, Mirzapur"
"KG College of Arts and Science, Coimbatore - [KGCAS]"
"K.K. Das College, Kolkata"
"KKTM Government College, Kodungallur"
"KLR Degree & PG College, Khammam"
"K.M.G. College of Arts and Science, Vellore"
"Krishna Menon Memorial Govt. Women's College, Kannur"
"KNM Government Arts and Science College Kanjiramkulam, Thiruvananthapuram"
"K.N.V.V. Sangha's Arts and Commerce College Kittur, Belagavi - [KNVVSACCK]"
"KS College, Ludhiana"
"K.S.G. College of Arts and Science, Coimbatore"
"KSR College of Arts and Science College (Autonomous), Namakkal"
"K.T.H.M. College, Nashik"
"Kaivalyadhama Yoga Institute, Pune"
"Kakatiya Government Degree College, Hanamkonda"
"Kakching Khunou College, Thoubal"
"Kakojan College, Jorhat"
"Kalai Kaviri College of Fine Arts, Thiruchirapalli - [KKCFA]"
"Kaliabor College, Nagaon"
"Kaliyaganj College, Uttar Dinajpur"
"Kalna College, Kalna"
"Kalyan Post Graduate College, Durg"
"Kalyani Mahavidyalaya, Nadia"
"Kamala Nehru Memorial National College for Women, Shimoga - [KNMNC]"
"Kamla Nehru Post Graduate College, Rae Bareli - [KNPGC]"
"Kanchi Mamunivar Centre for Post Graduate Studies, Pondicherry - [KMCPGS]"
"Kandra Radha Kanta Kundu Mahavidyalaya, Bardhaman"
"Kanhai Lal Sahu College, Nawada - [KLS]"
"Kanya Mahavidyalaya, Bareilly"
"Kanya Mahavidyalaya, Jalandhar - [KMV]"
"Karanjia College, Karanjia"
"Kargil Shahid Mahavidyalaya, Etawah"
"Karimganj College, Karimganj"
"Karimpur Pannadevi College, Nadia"
"Kashiram Memorial Degree College, Bareilly"
"Katni Arts and Commerce College, Katni - [KACC]"
"Katwa College, Bardhaman"
"Kavishri Botadkar Arts and Commerce College, Bhavnagar"
"Keshav Mahavidyalaya, New Delhi"
"Keshav Prasad Ralhi Mahavidyalaya, Sant Ravidas Nagar"
"Khadir Mohideen College, Pudukkottai - [KMC]"
"Khalisani Mahavidyalaya, Hooghly"
"Kharagpur College, Medinipur"
"Kharupetia College, Darrang"
"Khatra Adivasi Mahavidyalaya, Bankura"
"Khejuri College, Medinipur"
"Kholeshwar Mahavidyalaya, Beed"
"Khowang College, Dibrugarh"
"Khudiram Bose Central College, Kolkata"
"Kilakarai Bukhari Aalim Arabic College, Chennai"
"Kirori Mal College, New Delhi - [KMC]"
"Kishan Lal Public College, Rewari"
"Kishore Nagar College, Cuttack"
"Kittel Arts College, Dharwad"
"Kohima College, Kohima"
"Kokrajhar Government College, Kokrajhar"
"KothaKota Sri Vidya Degree College, Mahabub Nagar"
"Krishnasamy College of Science Arts and Management for Women, Cuddalore"
"Kuchinda College, Kuchinda"
"Kumaon Kesari Pt Badridutt Pandey Government Post Graduate College, Bageshwar"
"Kumari Vidyavati Anand DAV College for Women, Karnal"
"Kunthavai Naacchiyar Government Arts College for Women, Thanjavur - [KNGAC]"
"Kuriakose Elias College Mannanam, Kottayam"
"Kuriakose Gregorios College, Kottayam"
"Kurseong College, Kurseong"
"L and C Mehta Arts College, Ahmedabad"
"Lal Bahadur Shastri Post Graduate College, Gonda - [LBSPG]"
"LN Sahu Mahavidyalaya, Cuttack"
"L.R.G Government Arts College for Women, Tiruppur"
"Langat Singh College, Muzaffarpur - [LS]"
"Lajpat Rai DAV College, Ludhiana"
"Lakhimpur Girls' College, Lakhimpur"
"Lakshmibai National College of Physical Education, Thiruvananthapuram"
"Lakshmipuram College of Arts and Science, Kanyakumari"
"Lal Bahadur College, Warangal"
"Lal Bahadur Shastri Government Degree College, Shimla"
"Lalgola College, Murshidabad"
"Lanka Mahavidyalaya, Nagaon"
"Laxmi Venkatesh Desai College, Raichur - [LVD]"
"Ledo College, Tinsukia"
"Little Flower College Guruvayoor, Thrissur"
"Little Flower Institute of Social Sciences and Health, Calicut - [LISSAH]"
"Ln. G.V. Rao Modern Degree College, Ramachandrapuram"
"Lok Mahavidyalaya, Wardha"
"Lokmani Memorial Degree College, Bijnor"
"Lokseva Education Society's Arts and Science College, Aurangabad"
"Lord Buddha Post Graduate College, Bahraich"
"Lorven School of Social Sciences, Bangalore"
"Loyola College of Social Sciences, Thiruvananthapuram"
"MBL Degree College, Allahabad"
"MDK Girls College, Dibrugarh - [MDKG]"
"MDSD Girls College, Ambala"
"M.E.S. Asmabi College, Kodungallur"
"MES College Nedumkandam, Idukki"
"MES Kalladi College, Mannarkad"
"MES Keveeyam College Valanchery, Malappuram"
"M.E.S Ponnani College, Ponani"
"MES Arts and Science College, Nilambur"
"MET Arts and Science College Nadapuram, Calicut"
"MM Chaudhari Arts CollegeMM Chaudhari Arts College, Sabarkantha"
"MMES Women's Arts and Science College, Vellore"
"MP Garg Degree College, Allahabad"
"MP Govt College, Una"
"MP Moothedath Memorial Sree Narayana Trusts College, Palakkad"
"Maharaja Purna Chandra Autonomous College, Baripada - [MPC]"
"M.P.E. Society's S.D.M. College of Arts, Science and Commerce - [SDMC]"
"MSP Mandal Arts Science and Commerce College, Beed"
"MSP Mandal's Shiv Chhatrapati College, Aurangabad"
"M.T.B. Arts College, Surat"
"Maharajadhiraj Uday Chand Women's College, Bardhaman - [MUC]"
"M.V. College, Buxar"
"Ma'din Arts and Science College, Malappuram"
"Maa Omwati Degree College, Palwal - [MODC]"
"Madeenathul Uloom Arabic College, Malappuram - [MUAC] Pulikkal"
"Madhab Choudhury College, Barpeta"
"Madhava Pai Memorial College, Udupi - [MPMC] Manipal"
"Madura College, Madurai"
"Madurai Diraviyam Thayumanavar Hindu College, Tirunelveli"
"Madurai Institute of Social Sciences, Madurai - [MISS]"
"Madurai Sivakasi Nadars Pioneer Meenakshi Women's College, Sivaganga"
"MIT-WPU Faculty of Liberal Arts, Science & Commerce"
"Mahadev Desai Samajseva Mahavidyalaya, Ahmedabad"
"Mahadev Mahavidyalaya, Varanasi"
"Maharaja Agrasen P.G .College for Women, Jhajjar"
"Maharaja Harish Chandra Post Graduate College, Moradabad"
"Maharaja Madakarinayaka First Grade College, Chitradurga - [MMFGC]"
"Maharaja Manindra Chandra College, Kolkata"
"Maharaja Prithviraj Chauhan Mahavidyalaya, Rampur"
"Maharaja Sris Chandra College, Kolkata"
"Maharajah's Post Graduate Colleges, Vizianagaram - [MRPG]"
"Maharajashri Bhagavatsinhji Arts and Commerce College, Rajkot"
"Maharani Janki Kunwar College, Bettiah - [MJK]"
"Maharani Kishori Jat Kanya Mahavidyalya, Rohtak"
"Maharani Laxmi Bai Government College of Excellence, Gwalior - [MLB]"
"Maharanis Arts and Science College For Women, Mysore"
"Mahatma Fule Arts Comm and Sitaramji Choudhari Science Mahavidyalaya, Amravati"
"Mahatma Gandhi College, Trivandrum"
"Mahatma Gandhi Government College, Andaman"
"Mahatma Gandhi Memorial College, Udupi - [MGM]"
"Mahatma Gandhi PG College, Fatehpur"
"Mahavir Mahavidyalaya, Kolhapur"
"Mahendra Arts and Science College, Namakkal"
"Maheshtala College, Kolkata"
"Mahila Arts and Commerce College, Sabarkantha"
"Mahila PG College, Bahraich"
"Mahima Mahavidyalaya, Jagatsinghpur"
"Mahishadal Girl's College, Medinipur"
"Mahishadal Raj College, Medinipur"
"Maitreyi College, New Delhi"
"Majlis Arts and Science College Puramannur, Malappuram"
"Majma'a Arts College, Malappuram"
"Major Shiv Dayal Singh Mahavidyalaya, Farrukhabad"
"Majuli College, Jorhat"
"Malankara Catholic College, Kanyakumari"
"Malda College, Malda"
"Malda Women's College, Malda"
"Mallamma Marimallappa Women's Arts and Commerce College, Mysore"
"Malyagiri Mahavidyalaya, Angul"
"Manbhum Mahavidyalaya, Manbazar"
"Maniben Nanavati Women's College, Mumbai - [MNWC]"
"Manikya Lal Verma Govt College, Bhilwara"
"Mannar Thirumalai Naicker College, Madurai"
"Mannu Lal Dwivedi Mahavidyalaya, Auraiya"
"Manyavar Kanshiram Govt Degree College, Ghaziabad"
"Mar Augusthinose College Ramapuram, Kottayam"
"Mar Dionysius College Pazhanji, Thrissur"
"Mar Thoma College, Tiruvalla"
"Mar Thoma Theological Seminary, Kottayam"
"Maratha Mandal's Arts and Commerce College, Belgaum - [MMACC] Khanapur"
"Margherita College, Tinsukia"
"Mariahu Post Graduate College, Jaunpur"
"Markanda National College, Kurukshetra"
"Marshaghai College, Kendrapara"
"Marudhar Kesari Jain College for Women, Vellore - [MKJC]"
"Mary Matha Arts And Science College, Manantahvady"
"Mary Matha College, Theni"
"Maryada Purusottam PG College, Mau"
"Mass College of Arts and Science, Thanjavur"
"Master Tara Singh Memorial College for Women, Ludhiana"
"Mata Gujri Mahila Mahavidyalaya, Jabalpur - [MGMM]"
"Mata Sahib Kaur Girls College, Bathinda"
"Mata Sundri College for Women, New Delhi"
"Mathabhanga College, Cooch Behar"
"Meerut College, Meerut"
"Megh Baran Singh College, Ghazipur"
"Mercy College, Palakkad"
"Michael Madhusudan Memorial College, Durgapur"
"Milagres College, Udupi"
"Milli Al-Ameen College for Girls, Kolkata"
"Milliya Arts Science and Management science College, Beed"
"Minerva College of Arts and Science, Salem"
"Minority Arts and Science College, Palakkad"
"Miraj Mahavidyalaya, Sangli"
"Mohamed Abdurahiman Memorial Orphanage College, Kozhikode - [MAMOC] Manassery"
"Mohd Hasan PG College, Jaunpur"
"Md. Shahban Memorial P.G. College, Ballia"
"Moirabari College, Marigaon"
"Moradabad Muslim Degree College, Moradabad - [MMDC]"
"Moran College, Sibsagar"
"Moridhal College, Dhemaji"
"Morigaon College, Marigaon"
"Motilal Nehru College, New Delhi - [MLNC]"
"Motilal Nehru College (Evening), New Delhi"
"Motibai Rajaram Mahavidyalaya, Jhansi"
"Motilal Nehru Degree College, Allahabad"
"Mount Seena College of Arts and Science Akalur, Palakkad"
"Mrinalini Dutta Mahavidyapith, Kolkata"
"Mrs AVN College, Visakhapatnam"
"Mugberia Gangadhar Mahavidyalaya, Midnapore"
"Mula Society Arts, Commerce and Science College - [MSACSC] Sonai"
"Mulki Sunder Ram Shetty College, Udupi - [MSRSC]"
"Multani Mal Modi College, Patiala"
"Municipal College, Rourkela"
"Munshi Singh College, Motihari"
"Muralidhar Girl's College, Kolkata"
"Murgaon Education Societys College of Arts and Commerce, North Goa - [MES]"
"Mysore Correspondence College, Bangalore - [MCC] Malleshwram"
"N.A.M College Kallikkandy, Kannur"
"N.D.R.K First Grade College, Hassan - [NDRKFGC]"
"NGM College (Autonomous), Coimbatore"
"NSS College, Ottpalam"
"NSS College, Pathanamthitta"
"NSS Hindu College, Changanacherry"
"N.V. Arts, Sri Kanhyalal Malu Science and Dr. Pandurangrao Patki College of Commerce"
"Nabadwip Vidyasagar College, Nadia"
"Nabagram Hiralal Paul College, Hooghly"
"Nabajyoti College, Barpeta"
"Nabin Chandra College, Karimganj"
"Nadar Mahajana Sangam S Vellaichamy Nadar College, Madurai - [NMSSVNC]"
"Nadar Saraswathi College of Arts and Science, Theni"
"Nagaon GNDG Commerce College, Nagaon"
"Nagarjuna Government College, Nalgonda"
"Naharkatiya College, Dibrugarh"
"Nahata Jogendranath Mandal Smriti Mahavidyalaya, North 24 Parganas"
"Naipunnya School of Management, Cherthala"
"Nalini-Arvind and T.V. Patel Arts College, Vallabh Vidyanagar"
"Nanak Chand Anglo Sanskrit College, Meerut"
"Nandamuri Basava Tarakam and Nallapti Venkateswarlu Chowdary College, Narasaraopet - [NBT&NVC]"
"Narasinghpur College, Cuttack"
"Narasinha Dutt College, Howrah"
"Nari Shiksha Niketan Post Graduate College, Lucknow"
"National Council for Promotion of Urdu Language, New Delhi - [NCPUL]"
"National Institute of Social Work and Social Sciences, Bhubaneswar - [NISWASS]"
"National Institute of Speech and Hearing, Thiruvananthapuram"
"Sree Narayana College Nattika, Thrissur"
"Natwarlal Maniklal Dalal College of Arts Commerce Law and Management, Gondiya - [NMD]"
"Nav Sadhana Kala Kendra, Varanasi"
"Navnirman Arts Commerce & Science, Ratnagiri"
"Navyug Arts and Commerce College, Jabalpur"
"Navyug Arts College, Surat"
"Nawab Jassa Singh Ahluwalia Government College, Kapurthala - [NJSA]"
"Neelagiri Degree College, Nalgonda"
"Nehtaur Degree College, Bijnor"
"Netaji Nagar Day College, Kolkata"
"New Arts, Commerce and Science College"
"New Arts Commerce and Science College, Wardha"
"New Look Girls College, Banswara - [NLGC]"
"Newman College, Thodupuzha"
"Night College of Arts & Commerce, Kolhapur"
"Nilkanthrao Shinde Science & Arts College, Chandrapur - [NSSAC]"
"Nimapara Autonomous College -[NAC], Puri"
"Nirankari Baba Gurbachan Singh Memorial College, Bhiwani"
"Nirmalagiri College, Kannur"
"Nivedita Singh Girls Degree College, Fatehpur"
"O.F.K Government College, Jabalpur"
"Oriental Theological Seminary, Dimapur - [OTS]"
"Ornate Institute of Technology, Saharanpur"
"Osmania College, Kurnool"
"PB Siddhartha College Arts and Science, Vijayawada"
"PCM SD College for Women, Jalandhar"
"PD Karkhanis College of Arts and Commerce, Thane"
"PD Mahila Degree College, Farrukhabad"
"PD Women's College, Jalpaiguri - [PDWC]"
"PES's Modern College of Arts, Science and Commerce Ganeshkhind"
"PGDAV College (Evening), New Delhi"
"PK Roy Memorial College, Dhanbad"
"PNG Government PG College, Nainital"
"Pachhunga University College, Aizawl"
"Padmabhushan Vasantdada Patil College, Beed - [PVPC]"
"Padmaja Naidu College of Music, Bardhaman"
"Padmashri Vikhe Patil Arts, Science & Commerce College Pravarnagar"
"Pakuahat Degree College, Malda"
"Panampilly Memorial Govt. College, Thrissur - [PMGC] Chalakudy"
"Panch Pargana Kisan College, Ranchi - [PPK]"
"Panchakot Mahavidyalaya, Neturia"
"Panchmura Mahavidya, Bankura"
"Pandaveswar College, Bardhaman"
"Pandit Mohan Lal SD College for Women, Gurdaspur - [PTMLSDC]"
"Pandit Sant Ram Government College, Kangra"
"Panigaon Omprakash Dinodia College, Lakhimpur"
"Panihati Mahavidyalaya, Kolkata"
"Panskura Banamali College, Midnapore"
"Paramhans Degree College, Bahraich - [PDC]"
"Parishkar College of Global Excellence, Jaipur"
"Paschim Guwahati Mahavidyalaya, Guwahati"
"Patel Institute of Science and Management, Bangalore - [PISM]"
"Patkai Christian College, Dimapur"
"Pavanatma College Murickassery, Idukki"
